2024-11-04 16:46:46,469 - [INFO] - barcode_server.py[9]: 开启日志
2024-11-04 16:46:46,483 - [INFO] - mysql_util.py[29]: 创建链接localhost:3306//root, 成功!!!
2024-11-04 16:46:46,499 - [INFO] - mysql_util.py[29]: 创建链接localhost:3306//root, 成功!!!
2024-11-04 16:46:46,515 - [INFO] - mysql_util.py[29]: 创建链接localhost:3306//root, 成功!!!
2024-11-04 16:46:46,516 - [INFO] - mysql_util.py[49]: 切换了数据库source_data
2024-11-04 16:46:46,516 - [INFO] - mysql_util.py[49]: 切换了数据库retail
2024-11-04 16:46:46,517 - [INFO] - mysql_util.py[49]: 切换了数据库metadata
2024-11-04 16:46:46,517 - [INFO] - mysql_util.py[49]: 切换了数据库source_data
2024-11-04 16:46:46,523 - [INFO] - mysql_util.py[49]: 切换了数据库retail
2024-11-04 16:46:46,524 - [WARNING] - mysql_util.py[142]: 在retail已经存在了数据表barcode,故没有进行数据表的创建
2024-11-04 16:46:46,524 - [INFO] - mysql_util.py[49]: 切换了数据库metadata
2024-11-04 16:46:46,533 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('047400197107', '吉列锋速3突破纳米超薄3层刀片（一刀架2刀头）', '1刀架2刀头', '吉列锋', '上海', '个', null, 1, 80, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,534 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0578138520', '胶水', null, null, null, null, null, 1, 12, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,534 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010001', '世家兰朵-醇香咖啡豆', '1kg*6包', '自有', null, '克', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,534 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010002', '雀巢全脂牛奶', '1L*12', '自有', null, '毫升', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,534 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010003', '1883果露蓝橘味糖浆', '1L*6', '自有', null, '毫升', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,535 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010004', '1883果露焦糖味糖浆', '1L*6', '自有', null, '毫升', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,535 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010005', '1883果露墨西多味糖浆', '1L*6', '自有', null, '毫升', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,535 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010007', '1883果露草莓味糖浆', '1L*6', '自有', null, '毫升', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,535 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010009', '1883果露香草味糖浆', '1L*6', '自有', null, '毫升', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,535 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010010', '吉尔德利黑巧克力酱', '2.47kg*6', '吉尔德利', null, '克', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,536 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010012', '吉尔德利巧克力冰沙粉', '1.3kg*6', '吉尔德利', null, '克', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,536 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010013', '吉尔德利白巧克力冰沙粉', '1.3kg*6', '吉尔德利', null, '克', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,536 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010015', '安德鲁椰子条酱', '1kg*8', '安德鲁', null, '包', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
2024-11-04 16:46:46,536 - [INFO] - mysql_util.py[103]: 执行了execute_without_autocommit方法 sql为REPLACE INTO barcode(code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,update_at,wholeunit,wholenum,img,src) VALUES('0691204010016', '安德鲁荔枝芦荟条酱', '1kg*8', '安德鲁', null, '包', null, 1, 1, '2017-07-10 19:09:09', null, null, null, null)
